Gene,pearson
RRP7A,-0.10873
ORC3,-0.10872
TVP23B,-0.10871
PRKD1,-0.10866
FABP3,-0.10861
TBK1,-0.10861
PDLIM5,-0.10859
FAM200A,-0.10859
SKIV2L2,-0.10856
CLGN,-0.10855
ABCA9,-0.10849
MRPS18A,-0.10846
ZSWIM8,-0.10845
NBN,-0.10844
MBNL1,-0.10837
GSK3A,-0.10836
IKBKAP,-0.10832
RPS27L,-0.10831
AARS2,-0.10817
CWF19L1,-0.10815
FNIP1,-0.10813
ZNF772,-0.10812
NRBP2,-0.10809
ACTR3B,-0.10806
MRPL12,-0.108
IPMK,-0.10798
ITK,-0.10795
MBIP,-0.10794
COQ7,-0.10794
RNF38,-0.1079
TNRC6C,-0.10788
ZNF570,-0.10777
ANAPC10,-0.10776
S1PR1,-0.10772
NRD1,-0.10772
COASY,-0.10769
SETMAR,-0.10767
PIKFYVE,-0.10766
NF1,-0.10764
TACC1,-0.10763
SH2D3C,-0.10763
NSMCE1,-0.10754
SOX8,-0.1075
FAM220A,-0.1075
CRCP,-0.10739
IWS1,-0.10738
ATF6,-0.10738
MRPL16,-0.10729
SLC38A9,-0.10719
RGS11,-0.10716
ZNF502,-0.10706
ITGB8,-0.10701
CDSN,-0.10698
OXA1L,-0.10697
SMIM15,-0.10694
ZNF619,-0.1069
ANO3,-0.10689
FDX1L,-0.10686
PRMT5,-0.1068
MTHFSD,-0.10668
ARRDC4,-0.10663
LAMTOR3,-0.10662
NOL7,-0.10657
C11orf58,-0.10656
LUC7L3,-0.10656
COL16A1,-0.10652
AGR2,-0.10651
ERVFRD-1,-0.10646
OIP5,-0.10645
CENPO,-0.10639
PHF12,-0.10632
SCGB3A1,-0.10632
RPL3,-0.10628
C2orf76,-0.10627
BAZ1B,-0.1062
IQGAP1,-0.10613
MCPH1,-0.10612
TUBG2,-0.10608
TFAP4,-0.10601
RFPL3,-0.10601
MCM7,-0.10596
FAM206A,-0.10596
FSBP,-0.10586
ATP5A1,-0.10583
OSBPL9,-0.10582
DOK3,-0.1058
TRNAU1AP,-0.10579
GINS2,-0.10576
EIF4G3,-0.1057
BRIX1,-0.1057
KTN1,-0.1057
GTF2H4,-0.10561
NOP56,-0.10559
SSH1,-0.10552
BRF1,-0.1055
TAF6,-0.10548
GDF15,-0.10545
C1orf216,-0.10545
KIF2A,-0.10539
TMEM189,-0.10539
CNTD1,-0.10535
ARHGAP26,-0.10534
TBC1D13,-0.10532
TRAPPC3L,-0.10532
ARTN,-0.10532
NDST4,-0.10527
HAT1,-0.10527
TARM1,-0.10515
TM7SF3,-0.10514
HIST1H4A,-0.10507
BRAP,-0.10507
CYP11A1,-0.10506
RNMT,-0.10494
TADA1,-0.10488
SAMD3,-0.10486
FOXJ1,-0.10485
PAX5,-0.10484
TARS2,-0.10479
ACBD7,-0.10477
ZNF730,-0.10471
ICT1,-0.10467
SRSF12,-0.10463
N4BP2,-0.10463
IL5RA,-0.10463
GRM2,-0.10459
CCDC28A,-0.10444
LCN2,-0.10443
GATAD1,-0.10439
KIAA1598,-0.10436
FAM83E,-0.10433
XYLT1,-0.10428
TUBA1C,-0.10424
ZNF486,-0.10423
MAP1S,-0.10423
ARHGAP21,-0.10421
COQ10B,-0.10411
MRPS18C,-0.10409
NCAPH,-0.10408
SLC16A1,-0.10408
MRPL4,-0.10406
SP3,-0.10403
LCORL,-0.10403
CTSV,-0.10402
WDR5,-0.10401
CHRNA3,-0.10388
SGIP1,-0.10384
C9orf66,-0.10384
EIF4E2,-0.10384
MSH6,-0.10378
JTB,-0.10376
COX7A1,-0.10369
ZKSCAN5,-0.10361
MAPRE1,-0.10354
ZNF461,-0.10353
MRPL11,-0.10352
PKMYT1,-0.10351
GUCY2C,-0.1035
LCK,-0.10349
GLP1R,-0.10346
NMRK1,-0.10344
ASH2L,-0.10336
RPA3,-0.10331
CDC14A,-0.10325
C9orf41,-0.10322
GCLC,-0.10322
C6orf211,-0.1032
USP30,-0.10313
GALE,-0.10304
ADSS,-0.10294
MRPL41,-0.10294
TATDN1,-0.1029
SLC35A4,-0.10288
WDR82,-0.10282
KDM3A,-0.10274
TAX1BP3,-0.10273
TNFSF18,-0.10267
SERPINB1,-0.10263
CARD17,-0.1026
SLC25A45,-0.10251
PPP6C,-0.10248
DHX33,-0.10246
IVNS1ABP,-0.10245
INHBC,-0.10245
ATOH1,-0.10241
PHLPP2,-0.10239
ITPK1,-0.10236
RPL28,-0.10234
PRKAG3,-0.1023
NFKB2,-0.10228
GPRIN2,-0.10223
CYTH2,-0.1022
LYNX1,-0.10217
COG4,-0.10202
BUB3,-0.10195
EFCAB11,-0.1019
C11orf65,-0.10188
CD1A,-0.10186
NSUN4,-0.10186
NUCKS1,-0.10183
SERTAD2,-0.10175
TNPO1,-0.10174
UQCC2,-0.10171
RPL3L,-0.10171
CA1,-0.10171
PMCH,-0.10168
WDR33,-0.10165
ODF3L1,-0.10162
AGPS,-0.10161
ECSIT,-0.10161
MAML1,-0.1015
TAS2R39,-0.10148
TSSC1,-0.10144
ARHGAP18,-0.10143
CCDC137,-0.10143
C3orf67,-0.1014
GPATCH1,-0.10124
KCNQ2,-0.10122
BLID,-0.10116
ELOF1,-0.10115
RPE,-0.10103
CHRFAM7A,-0.10093
TAS2R50,-0.10091
CENPM,-0.10089
GPR88,-0.10089
ZNF564,-0.10089
PDCD4,-0.10088
ATOH8,-0.10085
PRSS33,-0.10083
ZNF432,-0.10083
WNT10B,-0.10082
KPNA5,-0.1008
KLRC3,-0.10066
ZNF837,-0.1006
PGC,-0.10057
LRRC4C,-0.10048
RGS4,-0.10048
STK38,-0.10047
PIK3R3,-0.1004
RRAGC,-0.10019
SLAMF6,-0.10018
ZNHIT1,-0.10011
ACSF2,-0.1001
CSF1,-0.10007
FCRL1,-0.09999
TTF2,-0.09999
PI3,-0.09986
SAE1,-0.09986
QTRTD1,-0.09983
APEX1,-0.09979
MPHOSPH8,-0.09969
NLRP4,-0.09967
C16orf89,-0.09961
NAT6,-0.09955
BAX,-0.09954
WNT5A,-0.09951
XRCC4,-0.09942
USP16,-0.09939
ACAD9,-0.09937
ZG16B,-0.09935
PHF11,-0.09934
NAPSA,-0.09932
ANKRD49,-0.09929
LAMTOR1,-0.09927
CHD1,-0.09926
TMEM135,-0.09925
CENPQ,-0.09922
WDR31,-0.09921
HHIP,-0.09921
ANXA1,-0.0992
PSMG3,-0.09919
HBB,-0.09913
PML,-0.0991
NAA15,-0.0991
NEU4,-0.09909
NELFB,-0.09909
SLC35B4,-0.09904
RNMTL1,-0.09902
EARS2,-0.09898
ZNF385B,-0.09895
CLVS1,-0.09894
ZNF90,-0.09894
SEC11A,-0.09893
CEP57L1,-0.09892
TAF7,-0.09889
WDR43,-0.09888
ACTR2,-0.09884
GPSM1,-0.09877
ARPC4,-0.09876
MACC1,-0.09876
AIRE,-0.09871
DENND6A,-0.09871
CPEB3,-0.09867
TMEM218,-0.09863
COL11A2,-0.09861
CAPSL,-0.09858
RFESD,-0.09853
SUCNR1,-0.09848
ASPDH,-0.09846
RDH8,-0.09844
SEC13,-0.09838
UBXN4,-0.09835
LRP10,-0.09834
FAM69B,-0.09833
CD274,-0.09827
LSM4,-0.09818
SYS1,-0.09815
PDRG1,-0.09812
SBF1,-0.09812
HPGDS,-0.09811
MRPL30,-0.0981
MRPL27,-0.09808
NACAD,-0.09804
KIAA0391,-0.09803
IFI35,-0.09798
CTU2,-0.09793
PRKCQ,-0.09792
GRB10,-0.09791
KIAA0895,-0.0979
C7orf34,-0.09786
LMX1A,-0.09783
CNPPD1,-0.0978
NDUFC1,-0.0978
CHRNA4,-0.09779
VSTM4,-0.09779
RARS2,-0.09778
RIPK1,-0.09777
VPS29,-0.09775
ESD,-0.09775
TPCN2,-0.09773
CERKL,-0.09771
WNT9B,-0.09769
SPATA12,-0.09764
TEX2,-0.09763
GPR87,-0.09763
PCDH12,-0.09762
FOXA3,-0.09762
CAMK2G,-0.09748
TSEN2,-0.09748
RFC3,-0.09747
CCT7,-0.09746
FANCL,-0.09742
TMEM45A,-0.09741
CDKN3,-0.0974
RADIL,-0.09738
RWDD1,-0.09734
SASS6,-0.09731
PPP1CC,-0.09731
HEYL,-0.0973
RASSF6,-0.0973
FPGS,-0.0973
SBSPON,-0.09714
KDM4B,-0.09714
BATF3,-0.09713
HNRNPA1,-0.09705
PLAU,-0.09705
ANKRD26,-0.09705
C1S,-0.09705
NR2C2AP,-0.09698
IL2RA,-0.09697
ATP5C1,-0.09696
ARFGAP1,-0.09687
ALMS1,-0.09684
CBL,-0.09682
ELF5,-0.09682
ALAS1,-0.0968
SDHD,-0.0967
RRP15,-0.09668
C2CD3,-0.09665
IFNGR1,-0.09663
PRDX6,-0.09663
SDHA,-0.0966
CSTF3,-0.09657
PRDM9,-0.09653
MPP2,-0.0965
BID,-0.09636
ZNF518B,-0.09636
ZNF286B,-0.09635
GLUL,-0.09634
CCDC126,-0.09633
BTBD10,-0.0963
VPS9D1,-0.09629
TMEM70,-0.09625
FBXO8,-0.09619
TRRAP,-0.09618
APOH,-0.09613
MOCOS,-0.09607
CEPT1,-0.09597
RIOK2,-0.09592
CDC42BPG,-0.09591
C17orf98,-0.09589
RALYL,-0.09588
PRAME,-0.09588
MVK,-0.09587
HINT2,-0.09584
FAM126A,-0.09582
LRRC8C,-0.09582
STOM,-0.09582
SEC14L1,-0.09577
ST20-MTHFS,-0.09576
PPAP2A,-0.09574
QDPR,-0.09567
KCNK17,-0.09567
LYRM1,-0.09565
UQCR10,-0.09563
UROS,-0.09561
EFTUD1,-0.0956
CDH4,-0.09558
LAMTOR2,-0.09557
C1orf195,-0.09552
CLMP,-0.0955
ZNF583,-0.09547
CHN1,-0.09545
ZNF37A,-0.09545
IL19,-0.09544
KISS1,-0.09543
HOXB3,-0.09541
IARS,-0.09538
INHBA,-0.09538
MPPED2,-0.09529
ZMYND10,-0.09527
HPGD,-0.09525
PUF60,-0.09523
SLC2A14,-0.09521
CD44,-0.09521
MTO1,-0.09518
UPF2,-0.09517
IFNA16,-0.09513
FAM50B,-0.09512
ZDHHC17,-0.09503
NOSTRIN,-0.09496
HIST1H2BB,-0.09494
VAMP2,-0.09493
UQCC1,-0.09491
PLEKHA8,-0.09482
MTIF3,-0.09474
ESAM,-0.09473
RNASEH2A,-0.09473
FAM169B,-0.09471
AZGP1,-0.0947
C12orf5,-0.09469
TIGD5,-0.09468
VWF,-0.09466
C11orf86,-0.09464
MFSD7,-0.0946
CYP2F1,-0.09456
ESPL1,-0.09452
STK16,-0.09446
NLRP9,-0.09446
ANKRD27,-0.09444
ZNF91,-0.0944
CD2BP2,-0.09439
C14orf119,-0.09437
CNIH1,-0.09434
CSK,-0.09433
KCNJ3,-0.09429
SHROOM3,-0.09425
NPHS1,-0.09424
SLC39A12,-0.09417
TP63,-0.09416
RAD51AP1,-0.09412
ELL2,-0.0941
OVOL1,-0.09409
RHOT2,-0.09401
APPBP2,-0.09399
PTPN3,-0.09398
RHOA,-0.09396
SLC26A10,-0.09392
FMNL2,-0.09391
CEP19,-0.09388
ZNF567,-0.09382
PCYOX1,-0.09381
SLC48A1,-0.09379
ENPP7,-0.09376
ADRA1A,-0.09373
TAB1,-0.0937
ZC3H15,-0.09369
COX6C,-0.09365
PCDHGB7,-0.09365
SSBP4,-0.09363
SURF6,-0.09363
ZNF18,-0.09362
C11orf94,-0.09359
STAT1,-0.09358
PDCD10,-0.09358
SP110,-0.09351
UBE2N,-0.0935
SPG11,-0.09346
UQCRC1,-0.09345
KIAA1524,-0.09345
FCHSD1,-0.0933
ERGIC3,-0.09328
DEF8,-0.09327
ALG1L,-0.09325
PDSS2,-0.09325
FKBP7,-0.09314
TGFBR1,-0.09313
STK4,-0.09312
KCNAB2,-0.09312
ZNF569,-0.09311
STON2,-0.09304
C1orf204,-0.09301
BARHL2,-0.09299
PRSS3,-0.09298
SEMA6C,-0.09297
UGT2B17,-0.09293
KRT4,-0.09287
ARID4A,-0.09279
PMFBP1,-0.09277
H2AFY2,-0.09277
DIS3L,-0.09276
ZBTB14,-0.09275
NACA2,-0.09268
PRADC1,-0.0926
FAM229B,-0.09259
ABCC12,-0.09258
FRMD6,-0.09253
ST8SIA6,-0.09251
CDH24,-0.09251
TSTA3,-0.0925
AMOTL2,-0.09248
PDZD9,-0.09247
DMXL1,-0.09246
ZNF592,-0.09242
SPRTN,-0.0924
TOPORS,-0.09239
RPL7L1,-0.09227
BCL2L13,-0.09225
HS3ST4,-0.09222
ZC3H6,-0.09219
GAPDH,-0.09211
MORC1,-0.0921
ERBB4,-0.09202
FGGY,-0.09201
TIA1,-0.092
SOX18,-0.09195
LYPD5,-0.09181
MRPL42,-0.09179
LAT2,-0.09175
SQRDL,-0.09175
MRPL45,-0.09174
C3orf84,-0.09169
ZIM2,-0.09166
GRM8,-0.09162
ANKRD36,-0.0916
CCR10,-0.09156
KLK2,-0.09153
LCMT1,-0.0915
NUTM2F,-0.09148
CLNS1A,-0.09143
SESN3,-0.0914
DTL,-0.09139
LIPT1,-0.09138
PLA2G5,-0.09132
BAG1,-0.09127
STAU2,-0.09127
MSL2,-0.09124
PCDHAC2,-0.09118
SLC25A40,-0.09116
TMTC2,-0.0911
ACSS2,-0.09108
PPP2CB,-0.09103
TMEM189-UBE2V1,-0.09102
MGAT1,-0.091
SAAL1,-0.09099
YAE1D1,-0.09098
LPP,-0.09094
TUBA3C,-0.09093
TESPA1,-0.09091
B4GALT6,-0.0909
KRTAP1-1,-0.0909
CHRM2,-0.09087
ZNF823,-0.09082
KAT8,-0.0908
EIF2B3,-0.09078
YARS2,-0.09076
STMN1,-0.09072
KRTAP3-1,-0.09071
DEFB108B,-0.09068
MAMDC4,-0.09068
MRPS22,-0.09064
CCDC109B,-0.09064
AGTPBP1,-0.09051
ABRACL,-0.09048
IFNA2,-0.09045
FCRL2,-0.09038
RAB1A,-0.09033
TAAR6,-0.09032
MRPL32,-0.09031
IGFL2,-0.09026
E2F5,-0.09025
LRRC36,-0.09023
SNAPC3,-0.09023
CCDC102A,-0.09017
CNTNAP5,-0.09016
GIMAP5,-0.09012
NTAN1,-0.0901
PGM3,-0.09007
PRC1,-0.09003
SPRR1B,-0.09002
NDUFAB1,-0.09
MED15,-0.08999
VCPKMT,-0.08984
ADAM9,-0.08978
OXSR1,-0.08977
GATA5,-0.08974
CGRRF1,-0.08968
RNF7,-0.08967
UTRN,-0.08962
SYK,-0.08958
OAZ2,-0.08958
NBR1,-0.08958
TRAF5,-0.08955
YTHDF2,-0.08947
TAS2R19,-0.08945
ZFP36,-0.0894
AEN,-0.08933
ARPC1B,-0.08927
PAPD5,-0.08921
C17orf47,-0.08918
TOM1L2,-0.08913
HR,-0.08897
TNFRSF6B,-0.08896
MNS1,-0.08891
DDX56,-0.08887
RPS19BP1,-0.08884
CDC14B,-0.08883
RPL39L,-0.08882
ADAM12,-0.08873
AQP12B,-0.08869
HOXD3,-0.08869
FAM196A,-0.08868
MBP,-0.08867
MVB12A,-0.08866
RAD51,-0.08858
C3orf58,-0.08857
CENPBD1,-0.08855
RALB,-0.08854
IKZF1,-0.08852
ZNF555,-0.08849
IDH2,-0.08848
GPR133,-0.08846
DRAM1,-0.08845
TMEM57,-0.08841
ACTR3,-0.0884
PPAPDC1A,-0.08832
ADI1,-0.08831
GABPB1,-0.0883
CMC2,-0.0883
PCDHA1,-0.08829
KIAA1468,-0.08821
NANS,-0.08821
ELK4,-0.08818
RAD23A,-0.08818
LIN7A,-0.08813
TAF3,-0.08812
SOST,-0.08812
GALR2,-0.08812
ITPRIPL1,-0.08812
DSG1,-0.08811
SLC38A6,-0.0881
ALDH1A3,-0.08809
SREBF1,-0.08809
RHO,-0.08806
BFSP2,-0.088
REEP3,-0.08796
CPAMD8,-0.08796
MME,-0.08795
MARS2,-0.08793
CCT8L2,-0.08791
DCAF11,-0.0879
CCDC69,-0.0879
ANGEL2,-0.08785
PRR5L,-0.08778
FBLN1,-0.08778
ESYT3,-0.08777
MBLAC1,-0.08777
MGAT3,-0.08775
TFCP2,-0.08774
CDA,-0.08774
HDAC9,-0.08772
DHDDS,-0.08772
IGFBP4,-0.08757
NGEF,-0.08753
TMEM126A,-0.08751
AFG3L2,-0.0875
SERP1,-0.08747
KLF12,-0.08747
DNAJA3,-0.08746
DOK6,-0.08741
CTCFL,-0.08739
CCNT1,-0.08736
DENND4A,-0.08735
MAP3K4,-0.08734
MIA2,-0.0873
SNAPC5,-0.08723
GNAZ,-0.08721
SLC25A1,-0.0872
MRPS23,-0.08719
IBA57,-0.08717
SIPA1,-0.08713
SH3RF1,-0.08713
CLEC7A,-0.0871
HERC3,-0.0871
ERRFI1,-0.08704
UBE2J2,-0.08703
ZC3H7B,-0.08701
GTF3C1,-0.08699
MRPL17,-0.08697
PLCB3,-0.08694
SPA17,-0.08692
UBXN7,-0.08692
TARSL2,-0.08691
PARP2,-0.08691
KRTAP20-2,-0.08687
ERCC4,-0.08683
IMMT,-0.08678
THAP7,-0.08676
SERPINA6,-0.08675
RGR,-0.08673
MOSPD3,-0.08666
RBP2,-0.0866
DPCR1,-0.08656
YEATS4,-0.08651
COMMD9,-0.0865
CFC1,-0.08648
MARCO,-0.08641
SLC7A1,-0.08639
AGPAT1,-0.08638
SCUBE2,-0.08634
MAP3K12,-0.08633
FAM92A1,-0.08633
BSG,-0.08631
CCP110,-0.08625
SBF2,-0.08622
USP42,-0.08622
XRCC6,-0.08619
ZNF479,-0.08618
PRKRIR,-0.08617
PHF20L1,-0.08617
CNTN6,-0.08614
PLOD2,-0.08609
ETNK2,-0.08608
COQ6,-0.08602
TESC,-0.08597
MGAT5B,-0.08595
CALML6,-0.08592
TMEM251,-0.08592
ALG6,-0.08587
C7orf49,-0.08587
INSC,-0.08584
TSPO,-0.08582
ABCF1,-0.08582
PINK1,-0.08579
CCDC59,-0.08579
SNRNP40,-0.08576
SLC22A1,-0.08572
GNA12,-0.08571
FANCA,-0.0857
FGF12,-0.0857
ZFAND6,-0.08568
ATP5L,-0.08568
ACSM2B,-0.08565
ASIC3,-0.08564
CAPN12,-0.08564
MED6,-0.0856
ACTB,-0.08558
GABRG2,-0.08556
DHX36,-0.08554
METTL23,-0.08554
CRISPLD1,-0.08553
CD55,-0.08552
SCG3,-0.0855
PF4V1,-0.08548
PTPRCAP,-0.08533
RAB10,-0.08531
DEC1,-0.08531
ECHDC1,-0.0853
ANKRD44,-0.08526
PURB,-0.08526
HMGCL,-0.08524
SH3BGR,-0.08521
FCHO1,-0.08515
TXNL4B,-0.08514
MYPOP,-0.08512
LRRN1,-0.08511
ATP8A1,-0.08511
EIF3I,-0.08509
POTEM,-0.08506
RAPGEF6,-0.085
KDM5A,-0.08489
FOXI1,-0.08488
CFH,-0.08488
CCDC110,-0.08485
DNASE1L3,-0.08483
TFEB,-0.08483
INTS4,-0.08481
KRTAP3-3,-0.08473
KIF5A,-0.0847
ATP6V1G3,-0.08467
HSPB1,-0.08466
PPBP,-0.08466
TF,-0.08466
HORMAD1,-0.08466
APLP1,-0.08465
ATP6V1B1,-0.08465
SPOP,-0.08464
IFNB1,-0.08464
ABCA1,-0.08461
EMC10,-0.0846
DHFR,-0.08456
REL,-0.08456
SEC22C,-0.08449
PHACTR2,-0.08449
KPNA3,-0.08444
NDUFC2-KCTD14,-0.08443
NPS,-0.08439
RAB34,-0.08439
LRRC27,-0.08433
C12orf49,-0.08433
USP43,-0.0843
KRT77,-0.08427
ZNF778,-0.08427
DLST,-0.08424
ICA1,-0.08423
TBCA,-0.08416
HSPB8,-0.08416
SPATS2,-0.08414
MDC1,-0.08412
PRDM7,-0.08408
FASTK,-0.08406
EPHA1,-0.08405
PRDM5,-0.08402
STAG1,-0.08402
GPR85,-0.08401
CCDC74A,-0.08398
FOPNL,-0.08395
PHF23,-0.08394
ENTPD8,-0.08392
ZNF681,-0.08387
C17orf80,-0.08387
RARRES3,-0.08385
SLC6A4,-0.0838
NPTXR,-0.08372
RAP1A,-0.08372
RAD9B,-0.08369
KHNYN,-0.08368
LAG3,-0.08362
KRT13,-0.08357
GPHN,-0.08355
NR5A1,-0.08355
SPO11,-0.08353
NKIRAS2,-0.08351
CHCHD7,-0.0835
VPS33B,-0.08345
CHORDC1,-0.08343
ID3,-0.08342
UCK2,-0.08337
SAFB,-0.08337
TAS2R10,-0.08335
IGLL1,-0.08334
ISYNA1,-0.08332
POC1A,-0.08331
RRH,-0.08327
SDR9C7,-0.08327
AHCY,-0.08326
SEPT5,-0.08321
RHOG,-0.08321
SCOC,-0.08314
ZNF215,-0.08309
UBXN2A,-0.08305
LRIG3,-0.08304
C10orf95,-0.08304
GABRB2,-0.08299
DAPK1,-0.08296
FAM218A,-0.08294
CLDND2,-0.08289
ARL5A,-0.08289
TBC1D31,-0.08284
IQCF2,-0.08282
MMD,-0.0828
ASAP3,-0.0828
POFUT2,-0.08268
DCUN1D5,-0.08264
ETV1,-0.08263
PPP6R1,-0.08259
NDUFS7,-0.08257
FUZ,-0.08254
PLBD2,-0.08253
MAP2K4,-0.08251
POLN,-0.0825
ELMOD1,-0.08248
SMIM1,-0.08246
MLPH,-0.08245
TMCO1,-0.08245
ABCA10,-0.08245
EIF2AK1,-0.08242
UBE4A,-0.08241
KIAA1407,-0.08238
PTTG1,-0.08238
C14orf93,-0.08237
GNAT1,-0.08237
RAD51AP2,-0.08235
SPTBN4,-0.08235
FAM26D,-0.08235
DPY19L1,-0.08235
UGT1A6,-0.08231
PLEKHD1,-0.0822
SLC26A2,-0.08219
PFN1,-0.08217
WFDC3,-0.08217
RHNO1,-0.08216
DYNC1I2,-0.08214
RNF219,-0.0821
APTX,-0.0821
CCDC90B,-0.08209
TMOD1,-0.08209
LAMTOR4,-0.08208
EVI2B,-0.08207
CPLX1,-0.08206
COG2,-0.08206
ADAL,-0.08205
LGI3,-0.08203
PHGDH,-0.08199
RPL10A,-0.08199
LMO7,-0.08193
HMGCLL1,-0.08191
ATP2C2,-0.08182
CHAMP1,-0.08182
PGR,-0.08181
CTSA,-0.08178
TRIM15,-0.08175
RBPJ,-0.08173
PTGER1,-0.08168
EIF2B5,-0.08167
DACT1,-0.08163
CACNG8,-0.08163
C14orf80,-0.08159
TAF6L,-0.08156
KCNA1,-0.08152
FAH,-0.08149
PRR3,-0.08147
KLK14,-0.08147
ANKRD40,-0.08143
KRT12,-0.0814
SLFN13,-0.08133
RUVBL2,-0.08132
LRRC58,-0.08131
PDIK1L,-0.08129
MSLN,-0.08127
DPYD,-0.08121
CACNG2,-0.08118
ZYG11A,-0.08115
PSMA7,-0.08111
ARAP2,-0.08111
TPSD1,-0.0811
LTBR,-0.08109
DUT,-0.08108
ARHGAP32,-0.08106
DIS3,-0.08104
PNPLA1,-0.08103
BST1,-0.08103
CHMP4C,-0.08102
FAM179B,-0.08102
CUEDC1,-0.08101
HNRNPF,-0.08098
MRPL53,-0.08096
ACTL10,-0.08092
PRPF19,-0.08092
ENPP1,-0.08089
LMBR1L,-0.08085
CYTL1,-0.08083
DMC1,-0.08082
TEK,-0.08082
HDAC10,-0.08077
TXNDC17,-0.08076
N4BP1,-0.08075
ZNF597,-0.08073
NAA25,-0.08071
KIAA0586,-0.08068
UBL7,-0.08066
NRXN1,-0.08066
NCKAP1L,-0.08064
TCTN2,-0.08063
SEC11C,-0.08062
SI,-0.08061
CEP128,-0.08061
NPRL2,-0.08059
N6AMT2,-0.08058
NECAB2,-0.08056
C1RL,-0.08054
EDN2,-0.08052
TIMD4,-0.08047
BPGM,-0.08043
NSUN6,-0.08041
LRRFIP1,-0.0804
RASGRP4,-0.0804
DCK,-0.0804
RPS24,-0.08039
RABGEF1,-0.08038
GIT2,-0.08035
G2E3,-0.08034
DTWD1,-0.08032
ZCCHC4,-0.08031
MANSC4,-0.08026
C17orf53,-0.08024
TMEM65,-0.08022
KRT83,-0.08022
DLGAP5,-0.0802
TTLL5,-0.08013
TRMT10C,-0.0801
BBC3,-0.08004
PFDN2,-0.08003
FOXC1,-0.07999
SSBP3,-0.07997
GBA2,-0.07996
RARRES1,-0.0799
ELOVL7,-0.07989
IER2,-0.07985
ARSG,-0.07983
CXCL6,-0.07982
GALNTL6,-0.0798
PYY,-0.07977
RPL14,-0.07976
PROL1,-0.07976
PYGO2,-0.07974
SPATA8,-0.07971
GSTP1,-0.07968
HSD17B12,-0.07968
ATL2,-0.07967
PTPN6,-0.07964
NAPB,-0.07964
C14orf28,-0.07962
C15orf61,-0.0796
EHF,-0.07956
SYT3,-0.07953
GCSAM,-0.0795
NKG7,-0.0795
C4orf36,-0.0795
SDHB,-0.07948
IFI27,-0.07948
NDUFA3,-0.07947
LDHC,-0.07939
MNDA,-0.07935
KRT81,-0.07933
C6orf57,-0.07933
TAS2R8,-0.07931
SLC34A2,-0.07928
EMC3,-0.07926
NKAIN2,-0.07925
MMP16,-0.07925
DGCR8,-0.07925
ZNF879,-0.07924
CAND1,-0.0792
SLC39A14,-0.07919
DPH3,-0.07911
UNC45A,-0.0791
PM20D1,-0.07905
AP4B1,-0.07903
ZNF587B,-0.07901
TMEM38B,-0.079
DNPEP,-0.07899
MIOX,-0.07895
ZNRF2,-0.07894
RAB13,-0.07893
RDH11,-0.07893
PMM2,-0.07891
KLK8,-0.07891
FBXO41,-0.07888
C3orf22,-0.07887
ZFP62,-0.07886
PRAMEF1,-0.07885
RASIP1,-0.07876
EFR3A,-0.07874
GALNT8,-0.07874
METTL21B,-0.07873
TTC33,-0.07873
SYT14,-0.07873
PFDN1,-0.07873
WWC1,-0.07863
PKD2L1,-0.07856
TMEM202,-0.0785
GPR183,-0.07849
ZC3H11A,-0.07848
DBF4B,-0.07848
PPP2R5B,-0.07845
MDGA2,-0.07844
PRR16,-0.07841
SLC2A3,-0.0784
ANKZF1,-0.07826
TLX3,-0.07822
PPOX,-0.07822
ZNF547,-0.0782
ZNF660,-0.07819
MICU1,-0.07817
GFAP,-0.07817
RRAGA,-0.07815
RABEPK,-0.07814
CHL1,-0.07806
SLC38A1,-0.07806
ACOT7,-0.07804
ADARB1,-0.078
OBFC1,-0.078
SSC5D,-0.07795
OTP,-0.07795
ZDHHC23,-0.07792
ZNF181,-0.07791
MAGOHB,-0.07791
C19orf45,-0.07791
POMZP3,-0.0779
ACY3,-0.07787
XRCC3,-0.07787
RDH5,-0.07786
TRIM31,-0.07782
CCDC129,-0.07782
CCDC34,-0.0778
IRF3,-0.0778
CARS,-0.07779
EIF2AK2,-0.07778
GNRH1,-0.07778
APOBEC3F,-0.07777
KLHL26,-0.07772
ENPP5,-0.07768
C3orf18,-0.07766
ZNF286A,-0.07764
MAPK14,-0.07763
RAD52,-0.07762
STAP2,-0.07762
CCDC47,-0.07759
TOP3B,-0.07758
RNASEH1,-0.07757
FER,-0.07757
SERPINA12,-0.07752
FGF23,-0.07743
IQUB,-0.07737
CARS2,-0.07735
UPB1,-0.07731
CD84,-0.0773
PRSS45,-0.07727
ATP1A4,-0.07725
NFE2L3,-0.07725
DENR,-0.07724
MAP2K3,-0.07722
RPN2,-0.0772
ABLIM3,-0.0772
ZIC1,-0.0772
ZNF565,-0.07716
MIIP,-0.07716
EIF2AK4,-0.07715
MB21D1,-0.07711
FAM196B,-0.0771
ZBTB44,-0.07709
RB1,-0.07709
CAMTA2,-0.07708
KLK12,-0.07707
CUX1,-0.07696
CCDC73,-0.07694
DQX1,-0.07689
PPP2R5A,-0.07685
PODXL2,-0.07684
USMG5,-0.0768
NOB1,-0.07679
DPP4,-0.07679
RARG,-0.07677
NBEA,-0.0767
KRTAP19-1,-0.07668
FAM60A,-0.07658
PQLC2,-0.07652
PRR18,-0.0765
TLR1,-0.07649
SH2D1B,-0.07648
KIAA0141,-0.07647
PSEN1,-0.07645
ARF4,-0.07643
