Gene,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
FAM134B,-1.79211,-0.24116,0.86953,-0.24826,-0.0893,-0.16323,0.09417,0.04664,-0.10737,-0.06048
LMBR1L,0.41936,-0.2112,-0.495,-0.06699,0.104,-0.02497,-0.26362,-0.11729,-0.38344,0.33784
YARS,26.80987,0.43756,0.376,-2.69424,-1.04561,-1.10506,-0.73329,0.05414,0.60549,-0.42489
KLF1,-0.34357,-0.16229,1.41201,0.26363,-0.03823,0.13373,-0.07522,-0.19732,0.1695,-0.05044
NRG1,-2.31452,-0.76896,-0.056,-0.47562,-0.19723,-0.17336,0.26385,0.00388,-0.01048,-0.05786
PDHX,-2.12187,0.00735,0.66977,-0.01909,-0.40353,-0.18481,0.36812,0.05214,0.05086,0.00206
KDM4A,-3.42497,0.74052,0.77611,0.03953,-0.21486,0.25748,-0.03687,-0.24349,0.02835,-0.43223
SRRD,0.17462,0.50565,-0.0975,-0.0981,0.21719,0.30982,-0.07484,0.15115,0.11363,-0.18787
DTWD2,-3.53065,0.64417,0.3738,0.05151,0.0467,-0.22043,-0.06026,0.0797,0.14436,-0.01432
TIMM17A,1.64299,0.32047,0.45397,-0.53597,0.59411,-0.40453,0.441,1.36472,-0.99173,0.71876
CHD3,-1.30675,0.07596,-0.1673,-0.19051,0.08441,0.21408,-0.22545,-0.15181,0.0303,-0.30637
CPA6,-0.36762,-0.4856,0.98541,0.03378,0.6067,-0.10189,-0.54064,0.16654,0.01265,0.50295
IRF2BP2,-0.64681,0.24242,-0.15447,0.24972,0.6529,1.09448,0.02513,-0.38467,0.62665,1.2052
NCBP2,28.70184,0.24328,1.88369,-0.7135,-0.87265,-0.23817,1.36656,-0.91266,-0.94269,0.07473
ZNF732,-0.74815,-0.32881,1.16054,0.26675,0.04508,1.02295,0.47921,-0.08269,0.15106,0.29286
C1QA,-1.26897,-0.45756,1.00006,0.41814,-0.53817,0.17821,0.2442,0.12742,0.38769,0.07315
PPP1R10,10.36566,-0.62125,-1.24136,3.35593,0.91033,0.55671,-0.14257,-1.24598,1.21877,-0.55842
TEN1,2.48729,1.39496,-0.09106,-1.10271,0.73999,0.10918,0.17595,-1.12429,0.22135,-0.02132
DEFB129,7.96841,-2.36839,1.04219,0.2599,1.56721,0.02035,0.0459,-0.42861,-0.8986,0.08062
RABL6,-2.75397,-0.0448,0.53245,0.0037,0.31046,-0.03968,-0.12605,-0.45944,-0.03286,0.00246
TRIT1,-2.92379,1.46664,0.78713,-0.30652,0.07187,0.27099,-0.03236,0.59455,-0.08454,0.05124
TAS2R13,-1.89417,-0.21334,1.2413,-0.74008,-1.0808,0.37722,0.11845,-0.3194,-0.00802,-0.001
RPA2,22.31324,-1.75927,-1.27661,0.71242,-0.85945,-0.05009,-0.16825,-0.46613,-0.27389,0.10749
PAPLN,-1.07687,0.02957,-0.68466,0.04471,0.05574,0.20731,-0.0713,-0.17126,-0.11629,-0.07402
TTC1,14.69019,-0.0073,-0.60672,-0.51923,1.73005,-0.30961,0.17624,0.58693,0.46243,-0.51743
C17orf64,-4.46386,-0.97954,-0.08658,-0.20247,0.48041,-0.08477,0.39921,0.31614,0.34031,0.05415
SLC10A1,-2.31904,-0.05168,-0.59824,0.10366,0.11613,-0.1437,0.10113,0.00486,-0.11937,0.18681
RAB8B,-2.6254,0.2216,0.043,0.26919,-0.22217,0.23924,0.30042,0.06079,0.34391,0.01986
MFSD7,-2.37543,-0.62667,-0.08552,-0.36525,0.09414,-0.00931,-0.21432,0.16532,-0.03531,0.17267
PHOSPHO2,-3.55238,-0.8889,1.33768,-0.79976,-1.22537,0.38264,0.30477,-0.25967,0.1229,-0.3201
GCC1,-1.75533,0.64391,0.15079,-0.01411,-0.33881,-0.014,-0.4132,0.07146,0.07369,0.07642
NOV,-3.87892,-0.22836,0.02035,0.15327,-0.01965,0.01242,-0.01276,0.13883,0.0787,0.00891
CEACAM3,2.12883,-0.60391,-0.04499,0.08173,-0.23343,0.27304,-0.14518,-0.29666,-0.00154,-0.03437
SULT2A1,-0.89993,-1.06448,1.03926,-0.17179,0.14401,-0.06157,-0.11421,0.09045,0.01329,0.08229
APH1A,3.70799,-2.06837,-0.87512,0.5114,0.10301,-0.23303,0.94157,0.13308,-0.01296,0.31067
CSRNP3,-0.44316,-0.66468,-0.84397,-0.34708,-0.22374,-0.13474,0.03385,-0.16692,-0.17762,0.16326
NLRP2,-0.86556,-0.32513,-0.47286,-0.03598,-0.51728,0.31628,0.24014,0.02422,0.08562,0.26153
VWC2L,-2.17334,-0.69529,0.58582,0.03277,-0.06278,-0.23191,0.39268,0.05156,0.17981,-0.00062
WNT8B,-2.61092,-0.29079,-0.12314,0.12244,0.32818,-0.43773,0.31364,-0.01928,0.05487,-0.09398
C14orf2,-0.44456,-1.94184,3.54606,-0.87733,-0.30836,1.01318,0.37942,1.00626,-0.03623,-1.30662
APOF,-2.36365,0.18311,0.768,-0.00372,0.4854,0.11621,-0.0616,-0.37414,-0.25246,0.01616
TTC9B,-1.52505,-0.65698,-1.37219,0.15783,-0.00507,0.04197,-0.03414,0.22108,0.02976,0.18102
PIWIL1,-1.03061,-1.07283,0.98204,-0.56404,0.10376,-0.04526,0.05316,-0.00488,0.11468,-0.18521
RBM22,14.81797,2.65003,2.35897,3.90788,1.58631,2.0594,-0.58637,-0.2434,0.92011,-0.93478
CCDC166,-2.02312,0.18526,-0.89715,0.12893,-0.00616,-0.10652,0.40878,-0.14993,-0.10194,-0.33721
ATP7B,-3.31205,0.20676,0.14118,0.22715,-0.4242,-0.12157,0.11436,-0.05592,-0.02385,-0.14835
DNM3,1.19186,0.1017,-0.22465,0.09206,-0.65119,0.41572,-0.07335,0.01147,-0.19992,0.02249
SOD2,7.76597,3.85928,-1.64526,-2.22556,-0.22193,2.33641,0.13823,1.32745,0.27252,0.25548
ABCC9,-1.52274,0.18059,-0.62256,-0.02604,-0.09948,0.326,-0.05634,-0.01944,-0.07505,-0.02545
CENPBD1,-0.84692,-1.00194,-0.45203,-0.51992,-0.04272,-0.05147,-0.05815,-0.09337,0.01981,0.12903
ST6GALNAC6,-1.49456,-0.24499,-0.17354,0.09783,0.56161,-0.08199,0.08476,-0.29919,-0.00372,0.09223
ZSWIM7,-1.97267,0.74292,0.53872,0.39588,0.42817,0.11998,-0.35835,0.04495,-0.01438,-0.0524
C12orf4,-0.89992,-0.97484,2.88594,-0.54024,-0.62822,0.61695,0.19403,-0.02275,0.51099,-0.18477
PSTPIP2,-1.29329,-0.3398,-0.61801,-0.08295,0.04612,0.11091,-0.09676,0.15189,-0.16112,0.16105
TMEM179B,-2.89514,-0.62489,0.24038,-0.05485,0.04659,-0.29762,-0.32951,0.15951,0.00777,0.13398
IPO7,7.11947,0.47209,-0.58671,1.06205,0.09468,0.77277,-0.35005,0.43915,0.78791,-0.29795
FMO4,-4.65974,0.79388,0.03375,0.50763,0.16342,-0.33172,0.22974,0.03565,0.1659,-0.26932
CADM3,-2.3842,-0.16234,0.08648,0.06894,-0.38707,-0.0995,0.1815,0.04627,0.1611,0.08426
INTS1,10.21327,1.1701,0.18021,1.77544,-0.08405,-0.28566,0.27857,0.14982,0.09256,-0.78385
ZNF443,-1.38827,-1.19448,0.39435,-0.43403,-1.37705,0.37595,-0.15978,0.17027,0.14692,0.17351
ETS1,-0.46084,-0.77,0.1516,-0.39892,0.20251,0.29091,0.09508,-0.31094,-0.57412,0.13929
ZNF467,-2.36892,0.13015,0.00048,0.16397,-0.40613,-0.15497,0.16985,0.00307,0.0046,0.07811
PI4KA,3.9905,2.32709,1.19527,1.29695,-0.23477,-0.10787,0.028,0.06206,-0.05467,-0.53449
NUDT8,-1.37602,0.08467,-0.6973,0.29982,-0.14057,-0.34726,-0.22061,0.15365,0.09997,0.01257
PCBD1,-2.24596,-0.38504,0.88415,0.01015,0.71791,-0.27603,0.34775,0.44313,0.70665,0.06216
HS3ST2,-3.55718,-0.00367,0.73462,-0.08172,-0.33834,-0.19307,-0.03962,-0.12476,-0.17852,-0.0519
C16orf58,-3.91088,-0.26708,-0.33102,-0.17264,0.13103,-0.11103,0.09696,0.08375,-0.00421,-0.12917
PFKFB2,-0.8368,0.28153,0.39045,0.21844,0.09009,-0.01079,0.2289,0.03099,0.18643,-0.07447
TRIO,-0.47597,0.07916,0.85454,0.60693,-0.72992,-0.6517,-0.65311,-0.15655,-0.05287,0.2821
CCDC146,-1.81167,-0.34568,0.12829,0.05812,0.21551,-0.22124,0.12168,-0.09252,0.03068,0.01184
VPS39,0.61989,0.65023,-0.36606,0.29244,0.16108,-0.02069,0.48509,-0.28495,0.27897,-0.25136
RBFOX2,-1.81418,-0.04112,0.45296,-0.02342,-0.27593,-0.00452,-0.0068,0.27311,0.02574,-0.11974
ZNF846,-2.97422,-0.83339,0.09408,-0.55394,0.10846,-0.24117,-0.07551,-0.13834,-0.0274,-0.0586
LTBP2,-1.03033,0.15254,-0.49532,0.0791,-0.22493,0.40859,-0.08153,-0.13039,-0.1653,-0.19385
CHURC1,0.56093,-0.38046,0.27926,0.03156,0.00785,-0.14702,0.03485,0.27109,0.23443,-0.00835
WNT6,2.8521,-1.56023,-0.58267,-0.10792,-2.44375,1.24248,0.3838,0.73397,0.46918,0.16813
SAMD12,-3.79837,0.64108,0.48136,0.44002,0.40241,-0.11516,-0.16656,-0.02548,-0.16676,-0.08848
PNMA1,-0.21577,-0.47906,-0.01439,-0.22684,-0.20258,0.1469,-0.32915,0.29971,0.07845,-0.00903
SETDB2,-0.59149,-0.74104,2.22069,0.12462,-0.66085,0.30788,-0.32903,-0.29144,0.15207,0.04411
MARCO,-2.166,0.0505,-0.10104,-0.23375,0.44304,-0.49123,-0.12112,-0.30473,-0.3968,0.01475
GPRIN2,-0.11042,0.44051,0.02789,-0.03482,0.22551,-0.07205,-0.02293,-0.25354,-0.21755,0.24811
OTUD7B,-5.18575,-0.15122,-0.71059,-0.34112,0.07169,-0.24348,-0.01896,0.38397,0.05507,-0.23809
ADCK2,1.63798,-0.34442,-0.94974,0.42073,-0.95082,0.56932,0.2508,0.38544,0.67446,0.42106
TSTD1,-0.62715,0.45061,0.4581,-0.03897,-0.13445,-0.08541,0.14043,-0.17543,-0.15603,-0.2275
GTF2I,-0.60499,-1.09813,1.36503,-0.57447,-0.99529,0.4157,0.09865,0.00986,0.08032,-0.17694
RAD51B,1.85527,0.16277,-0.17139,-0.75227,0.19709,-0.29592,-0.27861,-0.04675,0.13515,-0.10486
CBX4,-0.53574,-1.38934,0.61716,0.03585,-0.26324,0.11908,0.29112,0.07507,0.20689,-0.05106
APOC2,-0.1916,-0.51525,0.21379,0.20068,0.06874,0.12935,0.00375,0.27252,0.1265,0.27393
ALK,-2.50187,0.84136,-0.69374,0.38362,-0.4714,-0.05879,-0.19424,-0.03166,-0.07707,-0.13698
PDGFC,-0.76416,-0.32668,1.02144,-0.22199,-0.21258,0.37631,0.02134,0.46889,0.41157,-0.22072
MIS18BP1,9.34262,3.29904,1.14244,0.3648,-0.06232,0.81523,-0.56089,-0.33954,-0.11231,-0.83788
EID2B,-2.34045,0.32682,-0.47323,0.1227,0.19936,-0.27947,0.15495,0.16287,-0.11209,-0.15113
TOR1AIP1,-1.39085,-0.03211,0.11775,0.05568,-0.07402,0.0197,0.08169,0.38289,0.36888,-0.1014
DEGS2,-5.05441,0.0812,-0.69276,-0.15276,-0.41172,0.23192,0.30606,0.03835,0.27798,-0.19061
SLC17A3,-0.36205,-0.6262,-0.41317,-0.36143,0.20387,-0.04368,-0.08654,-0.14839,-0.11447,0.02747
GLRA3,-0.79152,-0.16171,-0.76131,-0.00653,-0.08306,-0.15024,-0.09781,-0.00021,-0.18628,0.01025
CHCHD6,-2.7225,0.11056,-0.39032,-0.20623,-0.03961,-0.092,0.10393,0.00567,0.0429,-0.00018
ZWINT,7.62877,0.01866,0.59836,-0.79385,1.27024,-0.82958,0.18892,0.39906,0.74851,0.72004
MRPS17,2.27178,-0.04352,-0.48773,-1.55879,-0.04434,0.23746,0.54108,0.90736,-0.88383,-0.23262
TXNIP,-4.69153,-0.75588,-0.05529,0.09221,0.66563,0.04324,0.05554,0.33001,0.61481,0.25476
LCE3A,2.35498,0.4552,0.43587,0.06124,0.02139,0.06258,-0.30954,-0.11119,-0.29585,-0.01727
PRMT1,16.93571,2.05647,-0.05802,-2.94632,0.8326,-0.95637,0.04513,-0.38984,0.9915,0.16382
TACR2,-1.28902,-0.28201,-0.36715,-0.35303,0.15324,-0.10638,0.16703,-0.32996,-0.13073,-0.02016
NUDCD3,2.97073,1.23707,-0.30793,-0.16212,0.61329,-0.60433,0.07199,0.13024,0.1739,-0.79502
ATP5L2,4.80433,-0.31539,0.27766,-0.60327,0.07224,0.26368,-0.25099,-0.01608,-0.6834,-0.50046
CNBD2,-1.28936,0.00438,0.53183,0.0749,-0.36454,0.11119,-0.29874,-0.12908,-0.19188,0.40699
COPS2,18.6507,-2.12109,-0.39994,-0.70884,0.59631,-0.55224,-0.18334,0.89666,0.4508,-0.2541
FAM171A1,-1.44013,-0.10463,-0.81153,-0.16422,-0.38728,0.27164,0.11616,-0.07688,-0.22665,0.08419
MUC15,-2.46026,-0.22669,-0.19608,-0.16336,0.43291,-0.33444,-0.13127,-0.09024,-0.10122,0.01441
PYCR1,-2.9496,0.32354,0.33773,-0.05467,-0.11289,-0.04484,-0.06651,-0.08702,0.10487,-0.2713
TIE1,-2.53264,0.56563,-0.82381,0.51772,-0.5766,0.21631,-0.09196,-0.08505,0.00197,0.14129
CMTR2,-0.5957,-0.07247,-0.07852,-1.23441,0.65639,0.19289,0.41401,0.14606,0.61259,-0.10303
GUCA1C,-0.55116,-0.44547,0.12195,-0.26828,-0.37437,0.02311,0.03206,0.07804,0.10685,-0.29757
ZNF551,-0.03169,0.2499,0.35574,0.21033,0.11284,0.12256,-0.07018,0.02379,0.03136,-0.10701
ST8SIA4,-2.85032,0.38789,-0.08538,0.25257,-0.04614,0.13207,0.00649,0.12153,0.25534,0.0545
RELB,-2.18668,0.36179,-0.08563,0.14946,-0.0392,0.12845,0.09196,-0.13324,0.04123,-0.03159
RNF219,0.02954,0.00348,0.18553,-0.16661,0.6436,0.30038,0.31049,0.189,0.02666,-0.00494
ADM,-1.51496,-0.17719,-0.37942,-0.21258,-0.22104,-0.14036,0.03924,0.00573,-0.1095,-0.30312
SLC34A3,-2.73738,0.03232,-0.39862,-0.01547,0.35365,-0.14531,-0.13165,0.05741,0.07255,-0.04192
TADA2B,1.98144,0.35919,-0.55522,-0.96176,1.91278,2.81547,1.76654,-0.83581,-0.51044,-0.22828
GPN3,10.89431,2.67829,1.4023,1.68189,-0.48495,-0.31718,1.2884,0.08818,-0.14677,-0.31148
TRNP1,-0.52982,0.7101,0.90764,0.19469,-0.24226,0.21966,0.07831,-0.2996,-0.33909,0.04354
ZNF418,-1.19836,0.37004,1.06531,-0.14435,-0.74962,0.49878,-0.08434,-0.35718,-0.16051,0.07686
PMS2,-3.65865,-0.13409,0.66979,-0.0526,-0.17743,0.02801,0.08065,-0.05068,0.09123,0.17221
FAHD2B,0.40991,-1.79004,-1.6024,-0.48933,0.24461,-0.24773,0.05318,-0.0755,0.19677,-0.35236
ZNF692,-2.56543,0.69422,-0.49619,0.05919,0.13513,0.03422,-0.35878,0.07549,0.28399,-0.13672
RMDN1,-1.04733,0.4336,0.33014,-0.03416,0.23335,-0.1006,-0.13659,-0.08264,-0.21429,0.18351
ANO6,-2.92074,-0.17668,0.06921,-0.08937,-0.5303,0.21281,-0.0313,-0.12422,-0.00217,-0.10448
KIAA1244,-2.48029,0.50257,-1.10023,0.16817,-0.0456,-0.13886,-0.01013,-0.03528,-0.11018,-0.23567
ACAP2,1.21312,-1.89273,0.93327,-0.0628,0.18142,0.25348,0.25412,0.56767,0.41855,0.05103
LMBR1,-1.64445,-0.34056,-0.44256,0.00222,-0.99613,0.06473,-0.07474,-0.0114,0.19469,-0.0119
NACA,8.46842,2.13562,-0.73663,2.32442,-2.31514,-0.48456,-0.89262,-0.54578,0.75039,1.18117
SRSF3,37.67258,-1.12346,-0.25829,1.75556,0.80039,0.50111,-0.28325,-0.16374,-0.13433,-1.04981
DUSP1,-1.79096,-0.36629,-0.97385,0.07735,-0.46958,0.03425,0.14738,-0.05391,0.08261,0.08773
MICU2,-2.18114,-0.37366,0.55928,-0.16004,-0.37845,0.0572,0.0232,0.23427,0.43549,-0.10582
ZKSCAN2,-1.10341,-0.31766,0.2199,-0.02101,-0.05666,-0.03484,-0.16724,-0.0804,-0.20965,0.02598
MYPOP,-0.05783,-0.44335,-0.98967,0.12034,-0.31646,-0.04032,0.19066,0.07382,0.25322,0.05941
SLC9A2,-2.96544,-0.18917,-1.00682,0.15786,0.00644,-0.07764,0.20495,0.24003,0.20934,-0.16202
ADRA1A,-1.8665,-0.34176,-0.69616,-0.27446,-0.26835,0.22923,0.08089,-0.23411,-0.1698,0.17421
RNASE10,-3.66774,0.41715,0.69802,-0.11199,-0.09774,0.32753,-0.06281,-0.32166,-0.19491,0.03668
TIMM10B,-0.1499,-0.04839,-0.62406,-0.33785,-0.16106,-0.15013,-0.05833,0.15854,-0.11772,0.05554
FAM170A,-1.64235,-0.28724,-0.33639,0.36119,0.6413,-0.26165,0.2157,0.02814,0.1564,0.02814
TNS1,-3.76729,0.25119,0.01593,0.02329,0.08041,-0.15162,0.02176,-0.15162,-0.14264,0.08837
ANKRD27,-1.28723,-0.36867,0.64565,-0.18468,-0.04452,0.07575,-0.1395,-0.1257,-0.17148,0.01514
ING2,-0.46173,0.12096,-0.13439,0.12646,-0.20088,-0.04874,-0.23835,-0.1019,0.16465,0.07084
RABGAP1,-3.42135,0.33294,-0.20227,0.45702,-0.02436,-0.26227,0.23352,0.18761,0.18833,-0.04061
GNRHR,-5.01773,0.90459,0.12863,0.24151,0.12577,-0.19214,0.1523,0.04104,0.28332,-0.1456
TEPP,-4.41431,-3e-05,-0.16485,0.16979,-0.08556,-0.17139,0.22957,0.11288,0.11437,0.07505
PRRT2,-2.45191,-0.00669,2.11206,-0.14201,-0.12347,0.32247,-0.44372,-0.22352,-0.23705,0.08662
MREG,0.25043,-0.4309,-0.35257,-0.10569,-0.10935,-0.14464,0.01525,-0.14724,-0.18427,-0.20049
SERPINB13,-0.98642,0.07767,0.06082,0.15536,0.45523,0.06018,0.18788,-0.16394,-0.15775,0.02738
CDH22,-3.30462,0.12687,0.2443,0.2979,-0.34127,0.09187,0.37561,0.14897,0.13027,-0.0498
RPS15A,30.16557,-0.63124,-0.34603,-1.19387,1.40905,-1.24729,-0.63295,-0.76487,0.62133,-0.29694
CPSF6,9.35746,0.28281,0.22725,2.07762,-0.05187,-0.55601,1.2325,0.37839,0.2703,0.28948
GUCA2A,0.65365,-0.01696,0.63928,-0.06383,0.76902,-0.2521,-0.56388,-0.44201,-0.59607,-0.20591
ATAD2B,-1.83096,-0.6392,-0.54501,0.03633,-0.13177,0.08309,-0.09738,0.02103,0.13105,-0.11625
MAT2B,-1.77967,-0.86339,0.7662,-0.59381,-0.44553,0.11587,-0.24887,0.22726,0.11863,0.10159
LCMT1,2.44,1.34456,0.1907,-0.1025,-0.26464,-0.40528,0.42224,-0.21905,0.51315,0.61243
KLK15,-2.33056,-0.3948,-0.41609,-0.07778,-0.43412,-0.07749,0.30541,0.14238,0.22302,0.09002
MTHFSD,-2.27504,-0.37333,0.52849,-0.25504,0.17039,-0.18741,-0.37074,-0.23535,-0.10743,-0.2173
APCDD1L,-1.50907,-0.77289,0.03643,-0.07216,0.23167,-0.0918,0.05232,-0.03469,-0.05169,0.14272
PCDHGB6,-1.63005,0.48513,-0.04464,0.13454,-0.02939,-0.0613,0.09903,-0.00638,-0.02444,-0.05569
CHKA,1.98774,0.06894,0.01485,-0.15146,0.68132,1.3648,0.57253,-0.41972,0.57619,0.65266
RDH12,-2.33688,-1.04718,0.42257,-0.57217,-0.25458,-0.20107,-0.07513,-0.07208,-0.14246,0.11241
PLXDC1,-3.23049,-0.40919,-0.07203,-0.02734,-0.19606,-0.17165,-0.27224,0.02632,-0.22788,0.17301
CFHR3,-0.28987,-0.75357,-1.28732,0.01802,1.63307,-0.56547,-0.00715,0.23583,0.49969,-0.32047
POM121C,6.49886,-2.14736,0.55302,-0.0477,-0.0226,0.68594,-0.87354,0.01149,-0.38059,0.53309
TPPP2,-3.87534,-0.25119,-0.17579,-0.08199,0.20294,-0.04808,0.01645,-0.14564,-0.28278,0.07885
ZNF600,-1.79745,-0.20183,0.51441,0.0492,-0.23513,-0.11896,0.17526,0.19198,0.17498,0.03529
C3orf58,-1.5278,-0.86018,0.26477,-0.20324,-0.31225,-0.0336,0.2041,0.15912,0.28684,0.08831
ZSWIM4,-0.21426,-0.65664,-1.20954,0.19874,-0.79073,0.38898,0.19615,-0.01929,0.11588,0.2396
FAM24B,-3.95818,0.33927,0.46313,0.29068,0.02716,-0.23793,0.12113,0.18729,0.20473,-0.13609
LHFPL4,0.68439,-0.89726,-0.41855,0.29473,-0.86366,0.59912,0.26599,0.37391,0.3832,0.45735
ARHGEF10L,-2.36882,-0.03247,-0.77748,-0.06155,-0.13048,0.18378,0.19898,0.00046,0.23672,-0.068
HSPG2,-0.84752,-0.35945,-0.55892,-0.0838,-0.5128,0.14971,0.21389,-0.08041,-0.04553,0.03025
ZNF207,14.0012,0.58996,-0.83778,2.2032,-0.07233,-0.92351,1.19745,0.34985,-0.40325,-0.16227
KLK8,0.03776,-0.00983,-0.55423,-0.21399,0.08993,-0.03424,-0.10172,-0.05788,-0.18156,-0.01983
IER3,-1.39001,0.02015,-0.5842,0.2939,0.00725,0.52729,-0.05452,-0.34474,0.23072,-0.33104
GREM1,-1.04836,-0.3457,-0.61509,-0.26678,-0.07947,-0.12396,0.0897,-0.10978,-0.23135,0.02541
PLCL1,-3.6658,-0.29299,0.10287,0.03071,0.09554,-0.00181,0.27937,0.03989,-0.08319,0.00116
VPS35,5.15259,1.19577,-0.07403,0.51877,-0.09956,0.06375,-0.07946,-0.53798,0.55254,0.21151
MYO1G,1.97647,-0.81303,-1.82278,0.22095,-0.75281,0.7859,-0.13716,0.02101,0.13419,0.84879
ATP4A,-2.36636,-0.03989,-0.44075,0.14609,-0.37462,0.14229,0.32706,-0.05934,0.17645,-0.14308
ZNF181,1.79307,-0.87158,0.8594,-0.18653,-0.16123,0.10657,0.24596,-0.01296,0.10149,-0.00474
EEFSEC,0.52996,1.59404,-0.63164,-0.47229,-0.69964,0.44159,-0.29168,-0.18413,-0.07095,-0.27294
NAT1,-1.64943,-0.09348,0.31747,0.08912,0.32706,-0.23133,-0.19352,0.23567,-0.1079,-0.20613
ASF1A,0.64323,0.35955,0.75413,0.41135,-0.2812,-0.07769,0.21163,0.41326,0.2238,-0.12773
FANCC,-0.60648,0.6797,-0.00859,-0.74047,0.33487,-0.04436,-0.62009,-0.04904,0.31781,-0.16141
STYXL1,-2.30989,-0.28356,-0.00486,-0.09154,0.35831,-0.35233,0.22517,0.11259,0.14709,-0.08444
WDR24,5.12111,2.32089,-0.23229,-0.39373,0.23205,0.46755,1.21176,-0.8526,-0.15997,-0.34052
MYO3A,-1.99686,-0.00573,-0.22709,0.09301,0.20803,-0.30534,0.09294,0.21111,0.10814,-0.10813
CDH1,-1.63091,-0.52474,0.2404,-0.12999,0.33411,0.04888,0.38323,-0.02207,-0.11543,0.40709
SH3BP4,-3.2643,0.30895,-0.19726,0.08121,0.1413,0.00723,0.16574,-0.01175,0.0069,0.13594
ETV2,-2.59598,0.01041,0.31611,0.09744,-0.42366,0.0288,0.06876,0.15887,0.19337,0.01357
DEFB127,-2.07458,-0.41948,0.08182,0.08192,0.2206,-0.24414,0.37353,0.35545,0.19005,-0.13466
PMEL,-1.99156,0.08766,-0.66139,0.14188,0.55053,-0.24627,-0.15283,-0.0304,-0.14597,0.0779
TSPAN13,-1.95088,-0.39524,-0.48651,0.07019,0.0688,-0.13138,-0.04901,0.21644,0.12631,0.12106
PRICKLE1,-3.39625,0.54753,-0.06471,0.33857,0.40656,-0.04114,-0.03409,0.13462,-0.2271,-0.00992
SYT10,-5.10881,0.16773,0.10844,0.13245,-0.07631,-0.09377,0.02362,0.2478,0.26051,-0.24035
GPR157,-3.48138,0.37453,-0.48259,0.15424,0.19622,-0.13713,0.09874,-0.01487,-0.00665,-0.00739
PNN,11.2793,-0.00963,-0.57378,0.89967,-0.02335,0.77224,-0.44969,-0.52228,-0.57982,-1.12039
KIAA1217,-1.88794,-0.06291,-0.66741,-0.09854,0.42109,-0.17308,-0.01728,-0.05883,0.20629,-0.05639
COG2,2.49613,1.37996,0.34783,0.50615,-1.04073,-0.64139,0.50816,-0.48442,0.09551,-0.35203
KRTAP5-2,-0.2442,0.00845,-0.1749,-0.3414,0.27794,-0.19718,0.17039,-0.1686,0.02858,-0.18723
PLK1,33.63206,-3.45089,-0.42389,2.10415,0.2783,1.63841,0.50614,-0.08251,-0.68406,0.35005
PPIL6,-0.85455,-0.54306,-0.06868,-0.14852,-0.3753,0.24823,-0.17202,-0.0246,-0.06367,0.13018
GUSB,-1.20933,-0.1863,-1.1698,-0.07128,-0.08266,-0.09337,-0.31773,0.19945,-0.09978,-0.08431
RFESD,-1.39049,-1.27708,1.00753,-0.27279,-0.05266,0.09558,-0.05157,0.05307,0.13874,-0.05877
PLCE1,-0.5483,0.07553,-0.1563,-0.13305,-0.65139,0.36778,-0.14852,-0.17801,-0.30829,0.29934
DCLK2,0.92038,-0.39452,-0.7496,0.119,-0.30297,0.23757,-0.22734,0.05944,0.01452,-0.04445
SMYD5,-1.1803,0.49224,-0.27372,0.42709,0.1046,-0.13757,0.16013,0.03598,0.03455,0.0811
TXNDC16,-1.28514,-0.4489,0.84954,-0.1784,-0.72698,0.14065,0.01055,0.07213,0.4035,0.07637
LHX6,-1.08301,0.36017,-0.70583,0.16465,-0.40785,0.22833,-0.00515,-0.24523,-0.13591,0.09898
CDON,-0.57622,0.10063,-0.35564,0.23104,-0.10813,0.11252,0.1221,0.03896,0.07583,-0.2398
ACSM5,-1.19996,-0.20053,-0.27353,-0.3686,-0.30029,0.07048,-0.35509,-0.03002,0.22174,0.07908
GPR176,-0.39834,-1.13678,-0.6593,-0.1394,-0.61623,0.12716,-0.05347,-0.03565,-0.18103,0.05622
COL6A1,-3.12584,-0.14466,-0.81903,-0.00925,0.14807,-0.24201,0.13856,0.1051,-0.02456,-0.06971
MGAT2,-0.39961,-0.15459,-0.65905,-0.16889,0.14364,0.39431,-0.06766,-0.16472,0.00131,0.27629
HN1L,-2.6156,0.31212,0.39117,0.04487,0.17234,-0.13868,-0.08882,0.10626,0.02171,0.01099
TSKS,-3.00928,0.19013,-0.36035,0.12244,0.18769,-0.01836,-0.07379,0.22162,0.12518,0.06033
TNRC6A,-2.59105,0.05314,0.53683,0.1257,0.03778,0.05026,-0.02945,-0.19294,0.2518,-0.13712
SCLY,-0.73828,-0.04895,0.22408,-0.83142,-0.29874,0.591,0.23394,-0.57445,1e-05,-0.44017
GATA3,-0.55794,0.90026,0.0466,0.2401,0.83266,0.35005,-1.13383,0.66984,-0.01555,-0.79541
CBX3,1.78137,-0.988,0.16936,-0.38278,0.75349,-0.02608,0.0021,-0.17056,0.00223,-0.29773
UFL1,2.65546,1.04413,-0.36377,0.33214,-0.70827,-1.03435,-0.00804,-0.06101,0.78623,0.41791
DUOXA1,-1.87432,0.08977,-1.14693,0.04607,0.38703,-0.33581,-0.06602,-0.02651,-0.11275,-0.05993
AGA,-0.88741,-0.44459,-0.43473,0.12761,0.12455,0.1839,0.24466,-0.0037,0.06115,-0.13125
ZNF619,-0.77838,0.3173,0.64768,-0.27514,0.34886,0.20433,0.01923,-0.84033,-0.59076,0.01941
